DSN Contacts
Spacecraft = MMS2
Attitude = Ideal Mission Attitude
StartTime = 2021-051/03:45:00 UTC  (MMS TAI: 1624592669)
StopTime = 2021-268/11:55:00 UTC  (MMS TAI: 1624592669)
Project = System Manager Contact Analysis
Source = FDGSS OPS
FileCreationDate = Feb 17 2021 12:33:09.342 UTC
Stations = Goldstone (DS24, DS26), Canberra (DS34, DS36), Madrid (DS54, DS56, DS65)

Contact Event            Entry Epoch (UTC)        Exit Epoch (UTC)         Duration (min)           Data Rate                AOS Constraint           LOS Constraint           
DS34 --> MMS2_1          2021-165/12:43:22        2021-165/15:30:54        167.53333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_1          2021-165/13:09:33        2021-166/00:12:49        663.26667                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_1          2021-165/13:09:33        2021-165/15:30:54        141.35000                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-166/05:37:02        2021-166/08:40:26        183.40000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-166/05:37:02        2021-166/08:39:19        182.28333                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_1          2021-166/05:37:03        2021-166/08:12:55        155.86667                1.25 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-166/13:17:23        2021-166/13:40:43        23.33333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-166/13:17:23        2021-166/13:40:43        23.33333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-166/14:03:47        2021-166/14:33:04        29.28333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-166/14:03:47        2021-166/14:33:04        29.28333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-166/18:21:07        2021-166/18:36:13        15.10000                 1.25 Mbps                ForwardDataRate          FieldOfView              
DS26 --> MMS2_1          2021-166/18:21:07        2021-166/18:36:13        15.10000                 2.50 Mbps                ForwardDataRate          FieldOfView              
DS24 --> MMS2_1          2021-166/18:21:07        2021-166/18:36:12        15.08333                 1.25 Mbps                ForwardDataRate          FieldOfView              
DS24 --> MMS2_1          2021-166/18:21:07        2021-166/18:36:12        15.08333                 2.50 Mbps                ForwardDataRate          FieldOfView              
DS54 --> MMS2_1          2021-166/18:48:16        2021-166/19:17:00        28.73333                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS54 --> MMS2_1          2021-166/18:48:16        2021-166/19:17:00        28.73333                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS56 --> MMS2_1          2021-166/18:50:34        2021-166/19:17:00        26.43333                 1.25 Mbps                Mask                     ForwardDataRate          
DS56 --> MMS2_1          2021-166/18:50:34        2021-166/19:17:00        26.43333                 2.50 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-166/18:48:54        2021-166/19:17:00        28.10000                 1.25 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-166/18:48:54        2021-166/19:17:00        28.10000                 2.50 Mbps                Mask                     ForwardDataRate          
DS54 --> MMS2_2          2021-166/19:03:19        2021-167/07:21:29        738.16667                1.25 Mbps                ForwardDataRate          FieldOfView              
DS54 --> MMS2_2          2021-166/19:03:19        2021-166/21:19:13        135.90000                2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-166/19:03:19        2021-167/07:04:19        721.00000                1.25 Mbps                ForwardDataRate          Mask                     
DS56 --> MMS2_2          2021-166/19:03:19        2021-166/21:19:13        135.90000                2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-166/19:03:19        2021-167/07:16:54        733.58333                1.25 Mbps                ForwardDataRate          Mask                     
DS65 --> MMS2_2          2021-166/19:03:19        2021-166/21:19:13        135.90000                2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-166/21:31:09        2021-167/05:29:23        478.23333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-166/21:31:10        2021-167/05:29:21        478.18333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-166/21:31:09        2021-167/05:29:21        478.20000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_2          2021-167/05:07:59        2021-167/15:18:38        610.65000                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-167/05:07:59        2021-167/15:18:38        610.65000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_2          2021-167/06:38:20        2021-167/15:18:38        520.30000                2.50 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_2          2021-167/06:38:19        2021-167/15:18:38        520.31667                2.50 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_2          2021-167/11:34:04        2021-167/23:01:47        687.71667                1.25 Mbps                FieldOfView              FieldOfView              
DS36 --> MMS2_2          2021-167/12:00:16        2021-167/22:48:42        648.43333                1.25 Mbps                Mask                     Mask                     
DS34 --> MMS2_2          2021-167/12:44:24        2021-167/23:01:47        617.38333                2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_2          2021-167/12:44:24        2021-167/22:48:42        604.30000                2.50 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_2          2021-167/23:34:19        2021-168/03:15:52        221.55000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_2          2021-167/23:34:57        2021-168/03:15:52        220.91667                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-167/23:39:26        2021-168/03:15:52        216.43333                1.25 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_2          2021-168/00:12:37        2021-168/01:41:51        89.23333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-168/00:12:37        2021-168/01:41:51        89.23333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-168/00:12:37        2021-168/01:41:51        89.23333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-168/00:34:04        2021-168/07:54:58        440.90000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-168/00:34:04        2021-168/07:54:19        440.25000                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_1          2021-168/00:34:03        2021-168/07:21:00        406.95000                1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-168/01:40:22        2021-168/07:04:24        324.03333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-168/01:40:22        2021-168/07:04:23        324.01667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-168/01:40:21        2021-168/07:04:23        324.03333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-168/07:20:43        2021-168/15:49:24        508.68333                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_1          2021-168/07:20:45        2021-168/15:49:24        508.65000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_1          2021-168/07:35:26        2021-168/15:40:43        485.28333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-168/07:35:27        2021-168/15:40:42        485.25000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-168/12:09:19        2021-169/00:28:52        739.55000                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_1          2021-168/12:25:13        2021-169/00:17:13        712.00000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-168/12:34:46        2021-169/00:12:35        697.81667                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_1          2021-168/12:34:46        2021-169/00:12:35        697.81667                2.50 Mbps                Mask                     Mask                     
DS54 --> MMS2_1          2021-169/01:21:42        2021-169/03:53:12        151.50000                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-169/01:21:51        2021-169/03:53:12        151.35000                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-169/01:27:18        2021-169/03:53:11        145.88333                1.25 Mbps                Mask                     ReturnDataRate           
DS26 --> MMS2_1          2021-169/09:33:44        2021-169/16:20:09        406.41667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-169/09:33:44        2021-169/16:20:08        406.40000                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-169/11:28:43        2021-169/14:29:24        180.68333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-169/11:28:44        2021-169/14:29:23        180.65000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-169/13:07:08        2021-170/03:04:55        837.78333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-169/13:29:35        2021-170/03:04:54        815.31667                1.25 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-169/14:14:01        2021-169/17:34:45        200.73333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-169/14:14:01        2021-169/17:34:45        200.73333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-169/20:52:58        2021-170/01:43:38        290.66667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-169/20:52:57        2021-170/01:43:38        290.68333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-170/02:19:16        2021-170/02:57:49        38.55000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-170/02:19:14        2021-170/02:57:48        38.56667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-170/03:47:50        2021-170/06:56:34        188.73333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-170/03:47:50        2021-170/06:56:34        188.73333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-170/04:11:57        2021-170/05:41:33        89.60000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-170/04:11:56        2021-170/05:41:34        89.63333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-170/05:46:48        2021-170/06:53:30        66.70000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-170/05:46:48        2021-170/06:53:30        66.70000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-170/06:39:45        2021-170/07:08:29        28.73333                 1.25 Mbps                ForwardDataRate          FieldOfView              
DS34 --> MMS2_2          2021-170/06:43:47        2021-170/07:08:29        24.70000                 2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_2          2021-170/06:39:45        2021-170/07:07:13        27.46667                 1.25 Mbps                ForwardDataRate          Mask                     
DS36 --> MMS2_2          2021-170/06:43:47        2021-170/07:07:13        23.43333                 2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_2          2021-170/07:40:01        2021-170/14:14:31        394.50000                1.25 Mbps                FieldOfView              Mask                     
DS26 --> MMS2_2          2021-170/07:40:01        2021-170/09:36:46        116.75000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-170/07:40:01        2021-170/14:14:31        394.50000                1.25 Mbps                FieldOfView              Mask                     
DS24 --> MMS2_2          2021-170/07:40:01        2021-170/09:36:46        116.75000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-170/09:50:24        2021-170/14:14:31        264.11667                2.50 Mbps                ReturnDataRate           Mask                     
DS24 --> MMS2_2          2021-170/09:50:24        2021-170/14:14:31        264.11667                2.50 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_2          2021-170/10:42:51        2021-170/10:56:56        14.08333                 1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-170/10:42:51        2021-170/10:48:47        5.93333                  2.50 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-170/11:20:13        2021-170/21:37:55        617.70000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_2          2021-170/11:23:16        2021-170/11:38:11        14.91667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-170/11:20:12        2021-170/21:23:59        603.78333                1.25 Mbps                ReturnDataRate           Mask                     
DS36 --> MMS2_2          2021-170/11:23:15        2021-170/11:38:11        14.93333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-170/12:00:24        2021-170/15:14:38        194.23333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-170/12:00:24        2021-170/15:14:38        194.23333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-170/15:38:51        2021-170/19:19:21        220.50000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-170/15:38:50        2021-170/19:19:20        220.50000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-170/22:10:47        2021-171/07:29:17        558.50000                1.25 Mbps                FieldOfView              FieldOfView              
DS54 --> MMS2_2          2021-170/22:10:47        2021-171/07:29:17        558.50000                2.50 Mbps                FieldOfView              FieldOfView              
DS56 --> MMS2_2          2021-170/22:11:24        2021-171/07:24:54        553.50000                1.25 Mbps                Mask                     Mask                     
DS56 --> MMS2_2          2021-170/22:11:24        2021-171/07:24:54        553.50000                2.50 Mbps                Mask                     Mask                     
DS65 --> MMS2_2          2021-170/22:15:46        2021-171/07:24:30        548.73333                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_2          2021-170/22:15:46        2021-171/07:24:30        548.73333                2.50 Mbps                Mask                     Mask                     
DS26 --> MMS2_2          2021-171/06:15:43        2021-171/12:44:46        389.05000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-171/06:15:43        2021-171/11:06:22        290.65000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-171/06:15:45        2021-171/12:44:45        389.00000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-171/06:15:45        2021-171/11:06:21        290.60000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_1          2021-171/07:49:34        2021-171/08:44:14        54.66667                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-171/07:49:34        2021-171/08:44:13        54.65000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-171/08:58:37        2021-171/15:21:57        383.33333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-171/08:58:37        2021-171/15:21:56        383.31667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS26 --> MMS2_1          2021-171/10:35:34        2021-171/14:35:54        240.33333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-171/10:35:33        2021-171/14:35:53        240.33333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-171/11:38:23        2021-171/16:15:26        277.05000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_2          2021-171/12:03:25        2021-171/16:15:25        252.00000                1.25 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_2          2021-171/12:05:46        2021-171/14:45:27        159.68333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-171/12:05:48        2021-171/14:45:26        159.63333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-171/13:20:39        2021-171/23:31:42        611.05000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-171/13:20:39        2021-171/23:17:52        597.21667                1.25 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_1          2021-171/14:36:49        2021-171/23:24:10        527.35000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-171/14:36:48        2021-171/23:17:52        521.06667                2.50 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-172/00:11:00        2021-172/07:49:43        458.71667                1.25 Mbps                FieldOfView              FieldOfView              
DS56 --> MMS2_1          2021-172/00:11:41        2021-172/07:49:01        457.33333                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-172/00:16:30        2021-172/07:12:24        415.90000                1.25 Mbps                Mask                     Mask                     
DS54 --> MMS2_1          2021-172/01:03:16        2021-172/07:16:20        373.06667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-172/01:03:15        2021-172/07:16:20        373.08333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-172/01:03:16        2021-172/07:12:24        369.13333                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-172/08:33:33        2021-172/12:29:46        236.21667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-172/08:33:36        2021-172/12:29:44        236.13333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-172/12:20:53        2021-172/16:47:58        267.08333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-172/12:41:01        2021-172/16:47:57        246.93333                1.25 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-172/21:40:59        2021-173/01:10:15        209.26667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-172/21:40:56        2021-173/00:51:36        190.66667                1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-173/03:42:58        2021-173/08:12:20        269.36667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-173/03:42:58        2021-173/08:11:14        268.26667                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_1          2021-173/03:42:58        2021-173/07:40:20        237.36667                1.25 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-173/12:27:42        2021-173/12:48:54        21.20000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-173/12:27:42        2021-173/12:48:54        21.20000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-173/13:20:47        2021-173/13:50:06        29.31667                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-173/13:20:46        2021-173/13:50:05        29.31667                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-173/18:28:17        2021-173/19:02:25        34.13333                 1.25 Mbps                ForwardDataRate          FieldOfView              
DS26 --> MMS2_1          2021-173/18:28:17        2021-173/19:02:25        34.13333                 2.50 Mbps                ForwardDataRate          FieldOfView              
DS24 --> MMS2_1          2021-173/18:28:17        2021-173/19:02:25        34.13333                 1.25 Mbps                ForwardDataRate          FieldOfView              
DS24 --> MMS2_1          2021-173/18:28:17        2021-173/19:02:25        34.13333                 2.50 Mbps                ForwardDataRate          FieldOfView              
DS54 --> MMS2_1          2021-173/19:01:00        2021-173/19:24:13        23.21667                 1.25 Mbps                FieldOfView              ReturnDataRate           
DS54 --> MMS2_1          2021-173/19:01:00        2021-173/19:24:13        23.21667                 2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-173/19:03:10        2021-173/19:24:13        21.05000                 1.25 Mbps                Mask                     ReturnDataRate           
DS56 --> MMS2_1          2021-173/19:03:10        2021-173/19:24:13        21.05000                 2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-173/19:04:43        2021-173/19:24:13        19.50000                 1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-173/19:04:43        2021-173/19:24:13        19.50000                 2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_2          2021-173/19:10:05        2021-174/06:51:20        701.25000                1.25 Mbps                ForwardDataRate          FieldOfView              
DS54 --> MMS2_2          2021-173/19:12:01        2021-173/21:32:11        140.16667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-173/19:10:05        2021-174/06:34:10        684.08333                1.25 Mbps                ForwardDataRate          Mask                     
DS56 --> MMS2_2          2021-173/19:12:01        2021-173/21:32:11        140.16667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-173/19:10:05        2021-174/06:45:41        695.60000                1.25 Mbps                ForwardDataRate          Mask                     
DS65 --> MMS2_2          2021-173/19:12:01        2021-173/21:32:11        140.16667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_2          2021-173/21:43:16        2021-174/05:16:09        452.88333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_2          2021-173/21:43:16        2021-174/05:16:08        452.86667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_2          2021-173/21:43:16        2021-174/05:16:08        452.86667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_2          2021-174/04:33:01        2021-174/14:49:23        616.36667                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-174/04:33:02        2021-174/14:49:23        616.35000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_2          2021-174/05:31:08        2021-174/14:49:23        558.25000                2.50 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_2          2021-174/05:31:08        2021-174/14:49:23        558.25000                2.50 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_2          2021-174/11:04:52        2021-174/22:31:44        686.86667                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_2          2021-174/11:17:28        2021-174/22:31:44        674.26667                2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_2          2021-174/11:31:12        2021-174/22:18:39        647.45000                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_2          2021-174/11:31:12        2021-174/22:18:39        647.45000                2.50 Mbps                Mask                     Mask                     
DS54 --> MMS2_1          2021-174/23:04:13        2021-175/07:26:14        502.01667                1.25 Mbps                FieldOfView              FieldOfView              
DS56 --> MMS2_1          2021-174/23:04:51        2021-175/07:25:36        500.75000                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-174/23:09:20        2021-175/06:52:22        463.03333                1.25 Mbps                Mask                     Mask                     
DS54 --> MMS2_1          2021-174/23:38:43        2021-175/07:21:37        462.90000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-174/23:38:42        2021-175/07:21:36        462.90000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-174/23:38:42        2021-175/06:52:22        433.66667                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-175/06:51:01        2021-175/15:20:31        509.50000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_1          2021-175/06:54:16        2021-175/14:37:25        463.15000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-175/06:51:02        2021-175/15:20:29        509.45000                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_1          2021-175/06:54:17        2021-175/14:37:24        463.11667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-175/11:40:22        2021-175/23:59:03        738.68333                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_1          2021-175/11:47:36        2021-175/23:59:03        731.45000                2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-175/12:05:48        2021-175/23:42:49        697.01667                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_1          2021-175/12:05:48        2021-175/23:42:49        697.01667                2.50 Mbps                Mask                     Mask                     
DS26 --> MMS2_1          2021-176/08:38:37        2021-176/12:45:40        247.05000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_1          2021-176/08:38:38        2021-176/12:45:39        247.01667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-176/12:30:54        2021-176/15:57:15        206.35000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-176/13:00:24        2021-176/14:14:13        73.81667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-176/12:58:40        2021-176/15:57:14        178.56667                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_1          2021-176/13:00:25        2021-176/14:14:12        73.78333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-176/16:40:48        2021-177/03:06:50        626.03333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-176/16:40:49        2021-177/03:06:50        626.01667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-176/18:54:50        2021-177/01:26:28        391.63333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-176/18:54:50        2021-177/01:26:28        391.63333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-177/02:25:15        2021-177/02:59:33        34.30000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-177/02:25:15        2021-177/02:59:32        34.28333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-177/03:54:13        2021-177/04:20:13        26.00000                 1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-177/04:18:04        2021-177/04:20:13        2.15000                  2.50 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-177/06:13:24        2021-177/06:53:33        40.15000                 1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_1          2021-177/06:13:24        2021-177/06:52:02        38.63333                 2.50 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-177/06:40:59        2021-177/06:53:33        12.56667                 1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_2          2021-177/06:43:01        2021-177/06:53:33        10.53333                 2.50 Mbps                ReturnDataRate           FieldOfView              
DS26 --> MMS2_2          2021-177/07:41:56        2021-177/13:39:16        357.33333                1.25 Mbps                FieldOfView              Mask                     
DS26 --> MMS2_2          2021-177/07:41:56        2021-177/09:32:14        110.30000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_2          2021-177/07:41:56        2021-177/13:39:17        357.35000                1.25 Mbps                FieldOfView              Mask                     
DS24 --> MMS2_2          2021-177/07:41:56        2021-177/09:32:14        110.30000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-177/09:46:08        2021-177/13:39:16        233.13333                2.50 Mbps                ReturnDataRate           Mask                     
DS24 --> MMS2_2          2021-177/09:46:08        2021-177/13:39:17        233.15000                2.50 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_2          2021-177/10:16:01        2021-177/10:55:54        39.88333                 1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-177/10:16:01        2021-177/10:23:04        7.05000                  2.50 Mbps                FieldOfView              ReturnDataRate           
